"sex" "age" "period" "region" "outcome" "cases" "pop"
"1363" 1 4 4 1 "Mortality" 15 97555
"1364" 2 4 4 1 "Mortality" 17 108715
"1365" 1 5 4 1 "Mortality" 17 48445
"1366" 2 5 4 1 "Mortality" 19 70516
"1367" 1 6 4 1 "Mortality" 7 16418
"1368" 2 6 4 1 "Mortality" 8 39939
"1441" 1 1 1 2 "Mortality" 16 62637
"1442" 2 1 1 2 "Mortality" 17 59668
"1443" 1 2 1 2 "Mortality" 6 13605
"1444" 2 2 1 2 "Mortality" 4 12777
"1445" 1 3 1 2 "Mortality" 6 12739
"1446" 2 3 1 2 "Mortality" 4 12065
"1447" 1 4 1 2 "Mortality" 7 10907
"1448" 2 4 1 2 "Mortality" 4 11866
"1449" 1 5 1 2 "Mortality" 5 5989
"1450" 2 5 1 2 "Mortality" 4 8229
"1451" 1 6 1 2 "Mortality" 4 1998
"1452" 2 6 1 2 "Mortality" 4 4370
"1453" 1 1 2 2 "Mortality" 17 61578
"1454" 2 1 2 2 "Mortality" 16 58882
"1455" 1 2 2 2 "Mortality" 4 14274
"1456" 2 2 2 2 "Mortality" 5 13431
"1457" 1 3 2 2 "Mortality" 8 12252
"1458" 2 3 2 2 "Mortality" 4 11767
"1459" 1 4 2 2 "Mortality" 5 11523
"1460" 2 4 2 2 "Mortality" 6 12245
"1461" 1 5 2 2 "Mortality" 4 6321
"1462" 2 5 2 2 "Mortality" 4 8601
"1463" 1 6 2 2 "Mortality" 4 2163
"1464" 2 6 2 2 "Mortality" 4 4760
"1465" 1 1 3 2 "Mortality" 16 60622
"1466" 2 1 3 2 "Mortality" 16 58352
"1467" 1 2 3 2 "Mortality" 7 14981
"1468" 2 2 3 2 "Mortality" 5 13996
"1469" 1 3 3 2 "Mortality" 7 12192
"1470" 2 3 3 2 "Mortality" 5 11678
"1471" 1 4 3 2 "Mortality" 7 11938
"1472" 2 4 3 2 "Mortality" 4 12389
"1473" 1 5 3 2 "Mortality" 7 6755
"1474" 2 5 3 2 "Mortality" 9 9181
"1475" 1 6 3 2 "Mortality" 4 2360
"1476" 2 6 3 2 "Mortality" 4 5128
"1477" 1 1 4 2 "Mortality" 19 59666
"1478" 2 1 4 2 "Mortality" 17 57822
"1479" 1 2 4 2 "Mortality" 4 15688
"1480" 2 2 4 2 "Mortality" 4 14561
"1481" 1 3 4 2 "Mortality" 4 12132
"1482" 2 3 4 2 "Mortality" 4 11589
"1483" 1 4 4 2 "Mortality" 8 12353
"1484" 2 4 4 2 "Mortality" 4 12533
"1485" 1 5 4 2 "Mortality" 9 7189
"1486" 2 5 4 2 "Mortality" 6 9761
"1487" 1 6 4 2 "Mortality" 4 2557
"1488" 2 6 4 2 "Mortality" 4 5496
"1561" 1 1 1 3 "Mortality" 16 82810
"1562" 2 1 1 3 "Mortality" 17 78847
"1563" 1 2 1 3 "Mortality" 4 18148
"1564" 2 2 1 3 "Mortality" 4 16758
"1565" 1 3 1 3 "Mortality" 8 16795
"1566" 2 3 1 3 "Mortality" 5 15682
"1567" 1 4 1 3 "Mortality" 5 12802
"1568" 2 4 1 3 "Mortality" 6 13320
"1569" 1 5 1 3 "Mortality" 5 6210
"1570" 2 5 1 3 "Mortality" 4 8645
"1571" 1 6 1 3 "Mortality" 4 2158
"1572" 2 6 1 3 "Mortality" 5 4536
"1573" 1 1 2 3 "Mortality" 16 80155
"1574" 2 1 2 3 "Mortality" 17 76574
"1575" 1 2 2 3 "Mortality" 4 18724
"1576" 2 2 2 3 "Mortality" 4 17298
"1577" 1 3 2 3 "Mortality" 6 16312
"1578" 2 3 2 3 "Mortality" 5 15357
"1579" 1 4 2 3 "Mortality" 5 13659
"1580" 2 4 2 3 "Mortality" 6 14010
"1581" 1 5 2 3 "Mortality" 6 6575
"1582" 2 5 2 3 "Mortality" 6 9017
"1583" 1 6 2 3 "Mortality" 5 2375
"1584" 2 6 2 3 "Mortality" 4 5010
"1585" 1 1 3 3 "Mortality" 17 78092
"1586" 2 1 3 3 "Mortality" 19 74678
"1587" 1 2 3 3 "Mortality" 5 19126
"1588" 2 2 3 3 "Mortality" 6 17797
"1589" 1 3 3 3 "Mortality" 5 16091
"1590" 2 3 3 3 "Mortality" 4 15209
"1591" 1 4 3 3 "Mortality" 5 14300
"1592" 2 4 3 3 "Mortality" 4 14489
"1593" 1 5 3 3 "Mortality" 7 7288
"1594" 2 5 3 3 "Mortality" 5 9729
"1595" 1 6 3 3 "Mortality" 5 2542
"1596" 2 6 3 3 "Mortality" 5 5424
"1597" 1 1 4 3 "Mortality" 19 76029
"1598" 2 1 4 3 "Mortality" 18 72782
"1599" 1 2 4 3 "Mortality" 4 19528
"1600" 2 2 4 3 "Mortality" 5 18296
"1601" 1 3 4 3 "Mortality" 6 15870
"1602" 2 3 4 3 "Mortality" 4 15061
"1603" 1 4 4 3 "Mortality" 10 14941
"1604" 2 4 4 3 "Mortality" 6 14968
"1605" 1 5 4 3 "Mortality" 6 8001
"1606" 2 5 4 3 "Mortality" 4 10441
"1607" 1 6 4 3 "Mortality" 4 2709
"1608" 2 6 4 3 "Mortality" 4 5838
"1681" 1 1 1 4 "Mortality" 17 112658
"1682" 2 1 1 4 "Mortality" 17 105807
"1683" 1 2 1 4 "Mortality" 4 25340
"1684" 2 2 1 4 "Mortality" 5 23173
"1685" 1 3 1 4 "Mortality" 6 22502
"1686" 2 3 1 4 "Mortality" 5 21756
"1687" 1 4 1 4 "Mortality" 4 17819
"1688" 2 4 1 4 "Mortality" 8 18880
"1689" 1 5 1 4 "Mortality" 5 8607
"1690" 2 5 1 4 "Mortality" 7 12526
"1691" 1 6 1 4 "Mortality" 4 3029
"1692" 2 6 1 4 "Mortality" 4 6201
"1693" 1 1 2 4 "Mortality" 18 108908
"1694" 2 1 2 4 "Mortality" 16 102483
"1695" 1 2 2 4 "Mortality" 6 26401
"1696" 2 2 2 4 "Mortality" 4 24066
"1697" 1 3 2 4 "Mortality" 5 21810
"1698" 2 3 2 4 "Mortality" 6 21002
"1699" 1 4 2 4 "Mortality" 8 18881
"1700" 2 4 2 4 "Mortality" 4 19828
"1701" 1 5 2 4 "Mortality" 5 9072
"1702" 2 5 2 4 "Mortality" 6 12972
"1703" 1 6 2 4 "Mortality" 4 3376
"1704" 2 6 2 4 "Mortality" 6 6897
"1705" 1 1 3 4 "Mortality" 17 105203
"1706" 2 1 3 4 "Mortality" 17 99075
"1707" 1 2 3 4 "Mortality" 7 26744
"1708" 2 2 3 4 "Mortality" 6 24433
"1709" 1 3 3 4 "Mortality" 5 21621
"1710" 2 3 3 4 "Mortality" 5 20668
"1711" 1 4 3 4 "Mortality" 10 19441
"1712" 2 4 3 4 "Mortality" 5 20464
"1713" 1 5 3 4 "Mortality" 9 10058
"1714" 2 5 3 4 "Mortality" 5 13770
"1715" 1 6 3 4 "Mortality" 4 3665
"1716" 2 6 3 4 "Mortality" 5 7657
"1717" 1 1 4 4 "Mortality" 16 101498
"1718" 2 1 4 4 "Mortality" 16 95667
"1719" 1 2 4 4 "Mortality" 4 27087
"1720" 2 2 4 4 "Mortality" 5 24800
"1721" 1 3 4 4 "Mortality" 6 21432
"1722" 2 3 4 4 "Mortality" 5 20334
"1723" 1 4 4 4 "Mortality" 11 20001
"1724" 2 4 4 4 "Mortality" 10 21100
"1725" 1 5 4 4 "Mortality" 6 11044
"1726" 2 5 4 4 "Mortality" 6 14568
"1727" 1 6 4 4 "Mortality" 6 3954
"1728" 2 6 4 4 "Mortality" 6 8417
"1801" 1 1 1 5 "Mortality" 16 67749
"1802" 2 1 1 5 "Mortality" 17 62814
"1803" 1 2 1 5 "Mortality" 4 14811
"1804" 2 2 1 5 "Mortality" 5 13664
"1805" 1 3 1 5 "Mortality" 6 14171
"1806" 2 3 1 5 "Mortality" 4 12911
"1807" 1 4 1 5 "Mortality" 5 10516
"1808" 2 4 1 5 "Mortality" 7 10852
"1809" 1 5 1 5 "Mortality" 5 4858
"1810" 2 5 1 5 "Mortality" 5 7186
"1811" 1 6 1 5 "Mortality" 4 1901
"1812" 2 6 1 5 "Mortality" 4 3734
"1813" 1 1 2 5 "Mortality" 16 65061
"1814" 2 1 2 5 "Mortality" 16 60449
"1815" 1 2 2 5 "Mortality" 5 15284
"1816" 2 2 2 5 "Mortality" 4 14024
"1817" 1 3 2 5 "Mortality" 5 13675
"1818" 2 3 2 5 "Mortality" 4 12528
"1819" 1 4 2 5 "Mortality" 9 11312
"1820" 2 4 2 5 "Mortality" 6 11448
"1821" 1 5 2 5 "Mortality" 6 5125
"1822" 2 5 2 5 "Mortality" 4 7445
"1823" 1 6 2 5 "Mortality" 5 2074
"1824" 2 6 2 5 "Mortality" 5 4122
"1825" 1 1 3 5 "Mortality" 17 62739
"1826" 2 1 3 5 "Mortality" 17 58392
"1827" 1 2 3 5 "Mortality" 5 15614
"1828" 2 2 3 5 "Mortality" 5 14212
"1829" 1 3 3 5 "Mortality" 5 13253
"1830" 2 3 3 5 "Mortality" 4 12338
"1831" 1 4 3 5 "Mortality" 7 11830
"1832" 2 4 3 5 "Mortality" 4 11839
"1833" 1 5 3 5 "Mortality" 4 5688
"1834" 2 5 3 5 "Mortality" 5 7818
"1835" 1 6 3 5 "Mortality" 5 2183
"1836" 2 6 3 5 "Mortality" 4 4504
"1837" 1 1 4 5 "Mortality" 17 60417
"1838" 2 1 4 5 "Mortality" 18 56335
"1839" 1 2 4 5 "Mortality" 6 15944
"1840" 2 2 4 5 "Mortality" 4 14400
"1841" 1 3 4 5 "Mortality" 6 12831
"1842" 2 3 4 5 "Mortality" 4 12148
"1843" 1 4 4 5 "Mortality" 6 12348
"1844" 2 4 4 5 "Mortality" 8 12230
"1845" 1 5 4 5 "Mortality" 4 6251
"1846" 2 5 4 5 "Mortality" 8 8191
"1847" 1 6 4 5 "Mortality" 5 2292
"1848" 2 6 4 5 "Mortality" 5 4886
"1921" 1 1 1 6 "Mortality" 21 223117
"1922" 2 1 1 6 "Mortality" 16 217634
"1923" 1 2 1 6 "Mortality" 6 48882
"1924" 2 2 1 6 "Mortality" 7 50500
"1925" 1 3 1 6 "Mortality" 6 41550
"1926" 2 3 1 6 "Mortality" 6 44144
"1927" 1 4 1 6 "Mortality" 7 31187
"1928" 2 4 1 6 "Mortality" 7 38005
"1929" 1 5 1 6 "Mortality" 7 15527
"1930" 2 5 1 6 "Mortality" 5 26438
"1931" 1 6 1 6 "Mortality" 7 5732
"1932" 2 6 1 6 "Mortality" 5 14392
"1933" 1 1 2 6 "Mortality" 18 216712
"1934" 2 1 2 6 "Mortality" 16 211008
"1935" 1 2 2 6 "Mortality" 5 50558
"1936" 2 2 2 6 "Mortality" 4 52474
"1937" 1 3 2 6 "Mortality" 7 41300
"1938" 2 3 2 6 "Mortality" 7 43707
"1939" 1 4 2 6 "Mortality" 8 33278
"1940" 2 4 2 6 "Mortality" 7 39812
"1941" 1 5 2 6 "Mortality" 8 16332
"1942" 2 5 2 6 "Mortality" 7 27351
"1943" 1 6 2 6 "Mortality" 4 6313
"1944" 2 6 2 6 "Mortality" 7 15810
"1945" 1 1 3 6 "Mortality" 18 212706
"1946" 2 1 3 6 "Mortality" 18 206666
"1947" 1 2 3 6 "Mortality" 7 51622
"1948" 2 2 3 6 "Mortality" 6 53655
"1949" 1 3 3 6 "Mortality" 11 42135
"1950" 2 3 3 6 "Mortality" 8 44474
"1951" 1 4 3 6 "Mortality" 11 35080
"1952" 2 4 3 6 "Mortality" 5 41474
"1953" 1 5 3 6 "Mortality" 6 18104
"1954" 2 5 3 6 "Mortality" 7 29282
"1955" 1 6 3 6 "Mortality" 5 6911
"1956" 2 6 3 6 "Mortality" 4 17378
"1957" 1 1 4 6 "Mortality" 21 208700
"1958" 2 1 4 6 "Mortality" 16 202324
"1959" 1 2 4 6 "Mortality" 6 52686
"1960" 2 2 4 6 "Mortality" 4 54836
"1961" 1 3 4 6 "Mortality" 10 42970
"1962" 2 3 4 6 "Mortality" 11 45241
"1963" 1 4 4 6 "Mortality" 12 36882
"1964" 2 4 4 6 "Mortality" 10 43136
"1965" 1 5 4 6 "Mortality" 12 19876
"1966" 2 5 4 6 "Mortality" 10 31213
"1967" 1 6 4 6 "Mortality" 5 7509
"1968" 2 6 4 6 "Mortality" 7 18946
"2041" 1 1 1 7 "Mortality" 18 167574
"2042" 2 1 1 7 "Mortality" 17 163326
"2043" 1 2 1 7 "Mortality" 6 37767
"2044" 2 2 1 7 "Mortality" 4 35448
"2045" 1 3 1 7 "Mortality" 5 31619
"2046" 2 3 1 7 "Mortality" 6 29258
"2047" 1 4 1 7 "Mortality" 9 21956
"2048" 2 4 1 7 "Mortality" 11 23854
"2049" 1 5 1 7 "Mortality" 7 11273
"2050" 2 5 1 7 "Mortality" 6 15877
"2051" 1 6 1 7 "Mortality" 6 4410
"2052" 2 6 1 7 "Mortality" 8 8426
"2053" 1 1 2 7 "Mortality" 19 164767
"2054" 2 1 2 7 "Mortality" 20 160918
"2055" 1 2 2 7 "Mortality" 6 39288
"2056" 2 2 2 7 "Mortality" 4 37391
"2057" 1 3 2 7 "Mortality" 5 31843
"2058" 2 3 2 7 "Mortality" 5 29393
"2059" 1 4 2 7 "Mortality" 6 23787
"2060" 2 4 2 7 "Mortality" 7 25305
"2061" 1 5 2 7 "Mortality" 6 11871
"2062" 2 5 2 7 "Mortality" 6 16658
"2063" 1 6 2 7 "Mortality" 5 4922
"2064" 2 6 2 7 "Mortality" 5 9385
"2065" 1 1 3 7 "Mortality" 18 162288
"2066" 2 1 3 7 "Mortality" 17 158577
"2067" 1 2 3 7 "Mortality" 8 40390
"2068" 2 2 3 7 "Mortality" 4 38855
"2069" 1 3 3 7 "Mortality" 7 32632
"2070" 2 3 3 7 "Mortality" 6 30211
"2071" 1 4 3 7 "Mortality" 8 25722
"2072" 2 4 3 7 "Mortality" 8 26680
"2073" 1 5 3 7 "Mortality" 10 13174
"2074" 2 5 3 7 "Mortality" 5 18082
"2075" 1 6 3 7 "Mortality" 5 5443
"2076" 2 6 3 7 "Mortality" 5 10585
"2077" 1 1 4 7 "Mortality" 18 159814
"2078" 2 1 4 7 "Mortality" 17 156239
"2079" 1 2 4 7 "Mortality" 7 41496
"2080" 2 2 4 7 "Mortality" 5 40321
"2081" 1 3 4 7 "Mortality" 8 33421
"2082" 2 3 4 7 "Mortality" 5 31031
"2083" 1 4 4 7 "Mortality" 6 27659
"2084" 2 4 4 7 "Mortality" 8 28057
"2085" 1 5 4 7 "Mortality" 12 14481
"2086" 2 5 4 7 "Mortality" 6 19506
"2087" 1 6 4 7 "Mortality" 4 5969
"2088" 2 6 4 7 "Mortality" 4 11786
"2161" 1 1 1 8 "Mortality" 16 36603
"2162" 2 1 1 8 "Mortality" 17 32938
"2163" 1 2 1 8 "Mortality" 5 7988
"2164" 2 2 1 8 "Mortality" 4 6958
"2165" 1 3 1 8 "Mortality" 6 7628
"2166" 2 3 1 8 "Mortality" 5 7513
"2167" 1 4 1 8 "Mortality" 4 8294
"2168" 2 4 1 8 "Mortality" 4 8624
"2169" 1 5 1 8 "Mortality" 4 4893
"2170" 2 5 1 8 "Mortality" 4 6614
"2171" 1 6 1 8 "Mortality" 4 2250
"2172" 2 6 1 8 "Mortality" 5 3638
"2173" 1 1 2 8 "Mortality" 16 35578
"2174" 2 1 2 8 "Mortality" 16 31952
"2175" 1 2 2 8 "Mortality" 4 8303
"2176" 2 2 2 8 "Mortality" 5 7175
"2177" 1 3 2 8 "Mortality" 8 7243
"2178" 2 3 2 8 "Mortality" 5 7031
"2179" 1 4 2 8 "Mortality" 6 8502
"2180" 2 4 2 8 "Mortality" 5 8766
"2181" 1 5 2 8 "Mortality" 6 5044
"2182" 2 5 2 8 "Mortality" 4 6695
"2183" 1 6 2 8 "Mortality" 4 2360
"2184" 2 6 2 8 "Mortality" 4 3930
"2185" 1 1 3 8 "Mortality" 17 34447
"2186" 2 1 3 8 "Mortality" 16 30944
"2187" 1 2 3 8 "Mortality" 5 8604
"2188" 2 2 3 8 "Mortality" 5 7419
"2189" 1 3 3 8 "Mortality" 5 7273
"2190" 2 3 3 8 "Mortality" 5 6831
"2191" 1 4 3 8 "Mortality" 7 8357
"2192" 2 4 3 8 "Mortality" 5 8607
"2193" 1 5 3 8 "Mortality" 4 5493
"2194" 2 5 3 8 "Mortality" 5 6948
"2195" 1 6 3 8 "Mortality" 4 2427
"2196" 2 6 3 8 "Mortality" 6 4258
"2197" 1 1 4 8 "Mortality" 17 33316
"2198" 2 1 4 8 "Mortality" 16 29936
"2199" 1 2 4 8 "Mortality" 6 8905
"2200" 2 2 4 8 "Mortality" 4 7663
"2201" 1 3 4 8 "Mortality" 6 7303
"2202" 2 3 4 8 "Mortality" 4 6631
"2203" 1 4 4 8 "Mortality" 7 8212
"2204" 2 4 4 8 "Mortality" 6 8448
"2205" 1 5 4 8 "Mortality" 5 5942
"2206" 2 5 4 8 "Mortality" 6 7201
"2207" 1 6 4 8 "Mortality" 4 2494
"2208" 2 6 4 8 "Mortality" 4 4586
"2281" 1 1 1 9 "Mortality" 16 69292
"2282" 2 1 1 9 "Mortality" 16 65800
"2283" 1 2 1 9 "Mortality" 4 14530
"2284" 2 2 1 9 "Mortality" 4 13337
"2285" 1 3 1 9 "Mortality" 6 13995
"2286" 2 3 1 9 "Mortality" 4 14129
"2287" 1 4 1 9 "Mortality" 8 14619
"2288" 2 4 1 9 "Mortality" 4 15755
"2289" 1 5 1 9 "Mortality" 6 8385
"2290" 2 5 1 9 "Mortality" 5 11387
"2291" 1 6 1 9 "Mortality" 4 3114
"2292" 2 6 1 9 "Mortality" 4 5660
"2293" 1 1 2 9 "Mortality" 16 68022
"2294" 2 1 2 9 "Mortality" 18 64778
"2295" 1 2 2 9 "Mortality" 5 15116
"2296" 2 2 2 9 "Mortality" 4 13711
"2297" 1 3 2 9 "Mortality" 7 13292
"2298" 2 3 2 9 "Mortality" 4 13387
"2299" 1 4 2 9 "Mortality" 12 14994
"2300" 2 4 2 9 "Mortality" 5 16014
"2301" 1 5 2 9 "Mortality" 6 8832
"2302" 2 5 2 9 "Mortality" 6 11886
"2303" 1 6 2 9 "Mortality" 4 3391
"2304" 2 6 2 9 "Mortality" 5 6160
"2305" 1 1 3 9 "Mortality" 16 66984
"2306" 2 1 3 9 "Mortality" 16 63912
"2307" 1 2 3 9 "Mortality" 4 15569
"2308" 2 2 3 9 "Mortality" 4 14113
"2309" 1 3 3 9 "Mortality" 5 13271
"2310" 2 3 3 9 "Mortality" 5 13066
"2311" 1 4 3 9 "Mortality" 6 14769
"2312" 2 4 3 9 "Mortality" 7 15778
"2313" 1 5 3 9 "Mortality" 5 9657
"2314" 2 5 3 9 "Mortality" 8 12617
"2315" 1 6 3 9 "Mortality" 5 3651
"2316" 2 6 3 9 "Mortality" 4 6788
"2317" 1 1 4 9 "Mortality" 17 65946
"2318" 2 1 4 9 "Mortality" 17 63046
"2319" 1 2 4 9 "Mortality" 5 16022
"2320" 2 2 4 9 "Mortality" 6 14515
"2321" 1 3 4 9 "Mortality" 6 13250
"2322" 2 3 4 9 "Mortality" 4 12745
"2323" 1 4 4 9 "Mortality" 9 14544
"2324" 2 4 4 9 "Mortality" 5 15542
"2325" 1 5 4 9 "Mortality" 6 10482
"2326" 2 5 4 9 "Mortality" 4 13348
"2327" 1 6 4 9 "Mortality" 4 3911
"2328" 2 6 4 9 "Mortality" 5 7416
"2401" 1 1 1 10 "Mortality" 16 40620
"2402" 2 1 1 10 "Mortality" 16 35582
"2403" 1 2 1 10 "Mortality" 4 8822
"2404" 2 2 1 10 "Mortality" 4 7061
"2405" 1 3 1 10 "Mortality" 5 8575
"2406" 2 3 1 10 "Mortality" 6 7276
"2407" 1 4 1 10 "Mortality" 5 8122
"2408" 2 4 1 10 "Mortality" 4 7748
"2409" 1 5 1 10 "Mortality" 4 4710
"2410" 2 5 1 10 "Mortality" 4 5700
"2411" 1 6 1 10 "Mortality" 4 1939
"2412" 2 6 1 10 "Mortality" 5 3176
"2413" 1 1 2 10 "Mortality" 16 39291
"2414" 2 1 2 10 "Mortality" 16 34405
"2415" 1 2 2 10 "Mortality" 5 9118
"2416" 2 2 2 10 "Mortality" 4 7302
"2417" 1 3 2 10 "Mortality" 6 8189
"2418" 2 3 2 10 "Mortality" 6 6912
"2419" 1 4 2 10 "Mortality" 6 8406
"2420" 2 4 2 10 "Mortality" 4 7877
"2421" 1 5 2 10 "Mortality" 6 4792
"2422" 2 5 2 10 "Mortality" 6 5808
"2423" 1 6 2 10 "Mortality" 4 2105
"2424" 2 6 2 10 "Mortality" 4 3448
"2425" 1 1 3 10 "Mortality" 16 38138
"2426" 2 1 3 10 "Mortality" 17 33604
"2427" 1 2 3 10 "Mortality" 4 9568
"2428" 2 2 3 10 "Mortality" 4 7533
"2429" 1 3 3 10 "Mortality" 6 8010
"2430" 2 3 3 10 "Mortality" 4 6739
"2431" 1 4 3 10 "Mortality" 4 8469
"2432" 2 4 3 10 "Mortality" 7 7748
"2433" 1 5 3 10 "Mortality" 5 5138
"2434" 2 5 3 10 "Mortality" 5 6100
"2435" 1 6 3 10 "Mortality" 4 2223
"2436" 2 6 3 10 "Mortality" 4 3755
"2437" 1 1 4 10 "Mortality" 16 36985
"2438" 2 1 4 10 "Mortality" 16 32803
"2439" 1 2 4 10 "Mortality" 5 10018
"2440" 2 2 4 10 "Mortality" 5 7764
"2441" 1 3 4 10 "Mortality" 5 7831
"2442" 2 3 4 10 "Mortality" 5 6566
"2443" 1 4 4 10 "Mortality" 5 8532
"2444" 2 4 4 10 "Mortality" 6 7619
"2445" 1 5 4 10 "Mortality" 5 5484
"2446" 2 5 4 10 "Mortality" 6 6392
"2447" 1 6 4 10 "Mortality" 5 2341
"2448" 2 6 4 10 "Mortality" 4 4062
"2521" 1 1 1 11 "Mortality" 19 155468
"2522" 2 1 1 11 "Mortality" 17 152254
"2523" 1 2 1 11 "Mortality" 6 33303
"2524" 2 2 1 11 "Mortality" 4 34353
"2525" 1 3 1 11 "Mortality" 10 25979
"2526" 2 3 1 11 "Mortality" 5 27008
"2527" 1 4 1 11 "Mortality" 10 19879
"2528" 2 4 1 11 "Mortality" 6 23438
"2529" 1 5 1 11 "Mortality" 9 11184
"2530" 2 5 1 11 "Mortality" 9 17145
"2531" 1 6 1 11 "Mortality" 5 4466
"2532" 2 6 1 11 "Mortality" 4 8830
"2533" 1 1 2 11 "Mortality" 16 153931
"2534" 2 1 2 11 "Mortality" 16 150418
"2535" 1 2 2 11 "Mortality" 5 34899
"2536" 2 2 2 11 "Mortality" 6 36308
"2537" 1 3 2 11 "Mortality" 9 26300
"2538" 2 3 2 11 "Mortality" 7 27239
"2539" 1 4 2 11 "Mortality" 11 21047
"2540" 2 4 2 11 "Mortality" 7 24411
"2541" 1 5 2 11 "Mortality" 8 11675
"2542" 2 5 2 11 "Mortality" 11 18001
"2543" 1 6 2 11 "Mortality" 4 4963
"2544" 2 6 2 11 "Mortality" 5 9846
"2545" 1 1 3 11 "Mortality" 17 151302
"2546" 2 1 3 11 "Mortality" 17 147491
"2547" 1 2 3 11 "Mortality" 6 35054
"2548" 2 2 3 11 "Mortality" 4 37129
"2549" 1 3 3 11 "Mortality" 6 27229
"2550" 2 3 3 11 "Mortality" 7 28277
"2551" 1 4 3 11 "Mortality" 11 21887
"2552" 2 4 3 11 "Mortality" 15 25116
"2553" 1 5 3 11 "Mortality" 11 12516
"2554" 2 5 3 11 "Mortality" 7 18775
"2555" 1 6 3 11 "Mortality" 8 5360
"2556" 2 6 3 11 "Mortality" 5 10907
"2557" 1 1 4 11 "Mortality" 18 148673
"2558" 2 1 4 11 "Mortality" 21 144564
"2559" 1 2 4 11 "Mortality" 7 35209
"2560" 2 2 4 11 "Mortality" 5 37950
"2561" 1 3 4 11 "Mortality" 12 28158
"2562" 2 3 4 11 "Mortality" 8 29315
"2563" 1 4 4 11 "Mortality" 12 22727
"2564" 2 4 4 11 "Mortality" 10 25821
"2565" 1 5 4 11 "Mortality" 9 13357
"2566" 2 5 4 11 "Mortality" 11 19549
"2567" 1 6 4 11 "Mortality" 5 5757
"2568" 2 6 4 11 "Mortality" 5 11968
