"sex" "age" "period" "region" "outcome" "cases" "pop"
"793" 1 1 7 7 "Deaths" 17 151143
"794" 2 1 7 7 "Deaths" 17 144903
"795" 1 2 7 7 "Deaths" 5 44544
"796" 2 2 7 7 "Deaths" 5 44789
"797" 1 3 7 7 "Deaths" 8 39147
"798" 2 3 7 7 "Deaths" 7 37857
"799" 1 4 7 7 "Deaths" 8 28584
"800" 2 4 7 7 "Deaths" 8 28135
"801" 1 5 7 7 "Deaths" 8 19508
"802" 2 5 7 7 "Deaths" 8 24042
"803" 1 6 7 7 "Deaths" 6 7275
"804" 2 6 7 7 "Deaths" 9 14717
"841" 1 1 1 8 "Deaths" 16 36603
"842" 2 1 1 8 "Deaths" 17 32938
"843" 1 2 1 8 "Deaths" 5 7988
"844" 2 2 1 8 "Deaths" 4 6958
"845" 1 3 1 8 "Deaths" 6 7628
"846" 2 3 1 8 "Deaths" 5 7513
"847" 1 4 1 8 "Deaths" 4 8294
"848" 2 4 1 8 "Deaths" 4 8624
"849" 1 5 1 8 "Deaths" 4 4893
"850" 2 5 1 8 "Deaths" 4 6614
"851" 1 6 1 8 "Deaths" 4 2250
"852" 2 6 1 8 "Deaths" 5 3638
"853" 1 1 2 8 "Deaths" 16 35578
"854" 2 1 2 8 "Deaths" 16 31952
"855" 1 2 2 8 "Deaths" 4 8303
"856" 2 2 2 8 "Deaths" 5 7175
"857" 1 3 2 8 "Deaths" 8 7243
"858" 2 3 2 8 "Deaths" 5 7031
"859" 1 4 2 8 "Deaths" 6 8502
"860" 2 4 2 8 "Deaths" 5 8766
"861" 1 5 2 8 "Deaths" 6 5044
"862" 2 5 2 8 "Deaths" 4 6695
"863" 1 6 2 8 "Deaths" 4 2360
"864" 2 6 2 8 "Deaths" 4 3930
"865" 1 1 3 8 "Deaths" 17 34447
"866" 2 1 3 8 "Deaths" 16 30944
"867" 1 2 3 8 "Deaths" 5 8604
"868" 2 2 3 8 "Deaths" 5 7419
"869" 1 3 3 8 "Deaths" 5 7273
"870" 2 3 3 8 "Deaths" 5 6831
"871" 1 4 3 8 "Deaths" 7 8357
"872" 2 4 3 8 "Deaths" 5 8607
"873" 1 5 3 8 "Deaths" 4 5493
"874" 2 5 3 8 "Deaths" 5 6948
"875" 1 6 3 8 "Deaths" 4 2427
"876" 2 6 3 8 "Deaths" 6 4258
"877" 1 1 4 8 "Deaths" 17 33316
"878" 2 1 4 8 "Deaths" 16 29936
"879" 1 2 4 8 "Deaths" 6 8905
"880" 2 2 4 8 "Deaths" 4 7663
"881" 1 3 4 8 "Deaths" 6 7303
"882" 2 3 4 8 "Deaths" 4 6631
"883" 1 4 4 8 "Deaths" 7 8212
"884" 2 4 4 8 "Deaths" 6 8448
"885" 1 5 4 8 "Deaths" 5 5942
"886" 2 5 4 8 "Deaths" 6 7201
"887" 1 6 4 8 "Deaths" 4 2494
"888" 2 6 4 8 "Deaths" 4 4586
"889" 1 1 5 8 "Deaths" 16 33154
"890" 2 1 5 8 "Deaths" 16 29646
"891" 1 2 5 8 "Deaths" 4 9371
"892" 2 2 5 8 "Deaths" 4 8032
"893" 1 3 5 8 "Deaths" 4 7668
"894" 2 3 5 8 "Deaths" 6 6821
"895" 1 4 5 8 "Deaths" 6 8006
"896" 2 4 5 8 "Deaths" 5 8336
"897" 1 5 5 8 "Deaths" 6 6452
"898" 2 5 5 8 "Deaths" 4 7654
"899" 1 6 5 8 "Deaths" 4 2658
"900" 2 6 5 8 "Deaths" 5 4922
"901" 1 1 6 8 "Deaths" 18 32032
"902" 2 1 6 8 "Deaths" 18 28345
"903" 1 2 6 8 "Deaths" 4 9598
"904" 2 2 6 8 "Deaths" 5 8179
"905" 1 3 6 8 "Deaths" 5 8007
"906" 2 3 6 8 "Deaths" 4 7136
"907" 1 4 6 8 "Deaths" 6 7390
"908" 2 4 6 8 "Deaths" 4 7575
"909" 1 5 6 8 "Deaths" 7 6704
"910" 2 5 6 8 "Deaths" 5 7895
"911" 1 6 6 8 "Deaths" 5 2727
"912" 2 6 6 8 "Deaths" 4 5134
"913" 1 1 7 8 "Deaths" 16 32306
"914" 2 1 7 8 "Deaths" 17 28319
"915" 1 2 7 8 "Deaths" 4 10364
"916" 2 2 7 8 "Deaths" 5 8684
"917" 1 3 7 8 "Deaths" 7 8444
"918" 2 3 7 8 "Deaths" 6 7320
"919" 1 4 7 8 "Deaths" 6 6976
"920" 2 4 7 8 "Deaths" 6 7087
"921" 1 5 7 8 "Deaths" 5 6911
"922" 2 5 7 8 "Deaths" 6 8113
"923" 1 6 7 8 "Deaths" 5 3017
"924" 2 6 7 8 "Deaths" 4 5441
"961" 1 1 1 9 "Deaths" 16 69292
"962" 2 1 1 9 "Deaths" 16 65800
"963" 1 2 1 9 "Deaths" 4 14530
"964" 2 2 1 9 "Deaths" 4 13337
"965" 1 3 1 9 "Deaths" 6 13995
"966" 2 3 1 9 "Deaths" 4 14129
"967" 1 4 1 9 "Deaths" 8 14619
"968" 2 4 1 9 "Deaths" 4 15755
"969" 1 5 1 9 "Deaths" 6 8385
"970" 2 5 1 9 "Deaths" 5 11387
"971" 1 6 1 9 "Deaths" 4 3114
"972" 2 6 1 9 "Deaths" 4 5660
"973" 1 1 2 9 "Deaths" 16 68022
"974" 2 1 2 9 "Deaths" 18 64778
"975" 1 2 2 9 "Deaths" 5 15116
"976" 2 2 2 9 "Deaths" 4 13711
"977" 1 3 2 9 "Deaths" 7 13292
"978" 2 3 2 9 "Deaths" 4 13387
"979" 1 4 2 9 "Deaths" 12 14994
"980" 2 4 2 9 "Deaths" 5 16014
"981" 1 5 2 9 "Deaths" 6 8832
"982" 2 5 2 9 "Deaths" 6 11886
"983" 1 6 2 9 "Deaths" 4 3391
"984" 2 6 2 9 "Deaths" 5 6160
"985" 1 1 3 9 "Deaths" 16 66984
"986" 2 1 3 9 "Deaths" 16 63912
"987" 1 2 3 9 "Deaths" 4 15569
"988" 2 2 3 9 "Deaths" 4 14113
"989" 1 3 3 9 "Deaths" 5 13271
"990" 2 3 3 9 "Deaths" 5 13066
"991" 1 4 3 9 "Deaths" 6 14769
"992" 2 4 3 9 "Deaths" 7 15778
"993" 1 5 3 9 "Deaths" 5 9657
"994" 2 5 3 9 "Deaths" 8 12617
"995" 1 6 3 9 "Deaths" 5 3651
"996" 2 6 3 9 "Deaths" 4 6788
"997" 1 1 4 9 "Deaths" 17 65946
"998" 2 1 4 9 "Deaths" 17 63046
"999" 1 2 4 9 "Deaths" 5 16022
"1000" 2 2 4 9 "Deaths" 6 14515
"1001" 1 3 4 9 "Deaths" 6 13250
"1002" 2 3 4 9 "Deaths" 4 12745
"1003" 1 4 4 9 "Deaths" 9 14544
"1004" 2 4 4 9 "Deaths" 5 15542
"1005" 1 5 4 9 "Deaths" 6 10482
"1006" 2 5 4 9 "Deaths" 4 13348
"1007" 1 6 4 9 "Deaths" 4 3911
"1008" 2 6 4 9 "Deaths" 5 7416
"1009" 1 1 5 9 "Deaths" 17 67143
"1010" 2 1 5 9 "Deaths" 16 63829
"1011" 1 2 5 9 "Deaths" 6 17004
"1012" 2 2 5 9 "Deaths" 4 15407
"1013" 1 3 5 9 "Deaths" 6 13797
"1014" 2 3 5 9 "Deaths" 4 13239
"1015" 1 4 5 9 "Deaths" 9 14406
"1016" 2 4 5 9 "Deaths" 4 15508
"1017" 1 5 5 9 "Deaths" 10 11442
"1018" 2 5 5 9 "Deaths" 5 14091
"1019" 1 6 5 9 "Deaths" 5 4210
"1020" 2 6 5 9 "Deaths" 6 8176
"1021" 1 1 6 9 "Deaths" 17 65837
"1022" 2 1 6 9 "Deaths" 16 61853
"1023" 1 2 6 9 "Deaths" 4 17465
"1024" 2 2 6 9 "Deaths" 4 15846
"1025" 1 3 6 9 "Deaths" 4 14593
"1026" 2 3 6 9 "Deaths" 5 13832
"1027" 1 4 6 9 "Deaths" 6 13173
"1028" 2 4 6 9 "Deaths" 4 14124
"1029" 1 5 6 9 "Deaths" 5 11778
"1030" 2 5 6 9 "Deaths" 7 14499
"1031" 1 6 6 9 "Deaths" 9 4474
"1032" 2 6 6 9 "Deaths" 5 8605
"1033" 1 1 7 9 "Deaths" 19 70824
"1034" 2 1 7 9 "Deaths" 16 63225
"1035" 1 2 7 9 "Deaths" 6 19257
"1036" 2 2 7 9 "Deaths" 4 17132
"1037" 1 3 7 9 "Deaths" 6 15256
"1038" 2 3 7 9 "Deaths" 5 14131
"1039" 1 4 7 9 "Deaths" 6 12704
"1040" 2 4 7 9 "Deaths" 8 13529
"1041" 1 5 7 9 "Deaths" 6 11966
"1042" 2 5 7 9 "Deaths" 5 14824
"1043" 1 6 7 9 "Deaths" 5 5107
"1044" 2 6 7 9 "Deaths" 5 9291
"1081" 1 1 1 10 "Deaths" 16 40620
"1082" 2 1 1 10 "Deaths" 16 35582
"1083" 1 2 1 10 "Deaths" 4 8822
"1084" 2 2 1 10 "Deaths" 4 7061
"1085" 1 3 1 10 "Deaths" 5 8575
"1086" 2 3 1 10 "Deaths" 6 7276
"1087" 1 4 1 10 "Deaths" 5 8122
"1088" 2 4 1 10 "Deaths" 4 7748
"1089" 1 5 1 10 "Deaths" 4 4710
"1090" 2 5 1 10 "Deaths" 4 5700
"1091" 1 6 1 10 "Deaths" 4 1939
"1092" 2 6 1 10 "Deaths" 5 3176
"1093" 1 1 2 10 "Deaths" 16 39291
"1094" 2 1 2 10 "Deaths" 16 34405
"1095" 1 2 2 10 "Deaths" 5 9118
"1096" 2 2 2 10 "Deaths" 4 7302
"1097" 1 3 2 10 "Deaths" 6 8189
"1098" 2 3 2 10 "Deaths" 6 6912
"1099" 1 4 2 10 "Deaths" 6 8406
"1100" 2 4 2 10 "Deaths" 4 7877
"1101" 1 5 2 10 "Deaths" 6 4792
"1102" 2 5 2 10 "Deaths" 6 5808
"1103" 1 6 2 10 "Deaths" 4 2105
"1104" 2 6 2 10 "Deaths" 4 3448
"1105" 1 1 3 10 "Deaths" 16 38138
"1106" 2 1 3 10 "Deaths" 17 33604
"1107" 1 2 3 10 "Deaths" 4 9568
"1108" 2 2 3 10 "Deaths" 4 7533
"1109" 1 3 3 10 "Deaths" 6 8010
"1110" 2 3 3 10 "Deaths" 4 6739
"1111" 1 4 3 10 "Deaths" 4 8469
"1112" 2 4 3 10 "Deaths" 7 7748
"1113" 1 5 3 10 "Deaths" 5 5138
"1114" 2 5 3 10 "Deaths" 5 6100
"1115" 1 6 3 10 "Deaths" 4 2223
"1116" 2 6 3 10 "Deaths" 4 3755
"1117" 1 1 4 10 "Deaths" 16 36985
"1118" 2 1 4 10 "Deaths" 16 32803
"1119" 1 2 4 10 "Deaths" 5 10018
"1120" 2 2 4 10 "Deaths" 5 7764
"1121" 1 3 4 10 "Deaths" 5 7831
"1122" 2 3 4 10 "Deaths" 5 6566
"1123" 1 4 4 10 "Deaths" 5 8532
"1124" 2 4 4 10 "Deaths" 6 7619
"1125" 1 5 4 10 "Deaths" 5 5484
"1126" 2 5 4 10 "Deaths" 6 6392
"1127" 1 6 4 10 "Deaths" 5 2341
"1128" 2 6 4 10 "Deaths" 4 4062
"1129" 1 1 5 10 "Deaths" 16 37031
"1130" 2 1 5 10 "Deaths" 16 32805
"1131" 1 2 5 10 "Deaths" 4 10834
"1132" 2 2 5 10 "Deaths" 5 8353
"1133" 1 3 5 10 "Deaths" 6 8223
"1134" 2 3 5 10 "Deaths" 5 6819
"1135" 1 4 5 10 "Deaths" 6 8746
"1136" 2 4 5 10 "Deaths" 5 7663
"1137" 1 5 5 10 "Deaths" 5 6040
"1138" 2 5 5 10 "Deaths" 5 6906
"1139" 1 6 5 10 "Deaths" 4 2536
"1140" 2 6 5 10 "Deaths" 4 4406
"1141" 1 1 6 10 "Deaths" 16 34893
"1142" 2 1 6 10 "Deaths" 18 30919
"1143" 1 2 6 10 "Deaths" 4 10879
"1144" 2 2 6 10 "Deaths" 5 8379
"1145" 1 3 6 10 "Deaths" 4 8520
"1146" 2 3 6 10 "Deaths" 4 6957
"1147" 1 4 6 10 "Deaths" 6 8122
"1148" 2 4 6 10 "Deaths" 4 7141
"1149" 1 5 6 10 "Deaths" 7 6293
"1150" 2 5 6 10 "Deaths" 8 7008
"1151" 1 6 6 10 "Deaths" 4 2537
"1152" 2 6 6 10 "Deaths" 4 4461
"1153" 1 1 7 10 "Deaths" 17 34399
"1154" 2 1 7 10 "Deaths" 16 30093
"1155" 1 2 7 10 "Deaths" 5 11136
"1156" 2 2 7 10 "Deaths" 4 8702
"1157" 1 3 7 10 "Deaths" 8 8965
"1158" 2 3 7 10 "Deaths" 5 7289
"1159" 1 4 7 10 "Deaths" 6 7594
"1160" 2 4 7 10 "Deaths" 5 6673
"1161" 1 5 7 10 "Deaths" 5 6534
"1162" 2 5 7 10 "Deaths" 5 7041
"1163" 1 6 7 10 "Deaths" 7 2671
"1164" 2 6 7 10 "Deaths" 6 4806
"1201" 1 1 1 11 "Deaths" 19 155468
"1202" 2 1 1 11 "Deaths" 17 152254
"1203" 1 2 1 11 "Deaths" 6 33303
"1204" 2 2 1 11 "Deaths" 4 34353
"1205" 1 3 1 11 "Deaths" 10 25979
"1206" 2 3 1 11 "Deaths" 5 27008
"1207" 1 4 1 11 "Deaths" 10 19879
"1208" 2 4 1 11 "Deaths" 6 23438
"1209" 1 5 1 11 "Deaths" 9 11184
"1210" 2 5 1 11 "Deaths" 9 17145
"1211" 1 6 1 11 "Deaths" 5 4466
"1212" 2 6 1 11 "Deaths" 4 8830
"1213" 1 1 2 11 "Deaths" 16 153931
"1214" 2 1 2 11 "Deaths" 16 150418
"1215" 1 2 2 11 "Deaths" 5 34899
"1216" 2 2 2 11 "Deaths" 6 36308
"1217" 1 3 2 11 "Deaths" 9 26300
"1218" 2 3 2 11 "Deaths" 7 27239
"1219" 1 4 2 11 "Deaths" 11 21047
"1220" 2 4 2 11 "Deaths" 7 24411
"1221" 1 5 2 11 "Deaths" 8 11675
"1222" 2 5 2 11 "Deaths" 11 18001
"1223" 1 6 2 11 "Deaths" 4 4963
"1224" 2 6 2 11 "Deaths" 5 9846
"1225" 1 1 3 11 "Deaths" 17 151302
"1226" 2 1 3 11 "Deaths" 17 147491
"1227" 1 2 3 11 "Deaths" 6 35054
"1228" 2 2 3 11 "Deaths" 4 37129
"1229" 1 3 3 11 "Deaths" 6 27229
"1230" 2 3 3 11 "Deaths" 7 28277
"1231" 1 4 3 11 "Deaths" 11 21887
"1232" 2 4 3 11 "Deaths" 15 25116
"1233" 1 5 3 11 "Deaths" 11 12516
"1234" 2 5 3 11 "Deaths" 7 18775
"1235" 1 6 3 11 "Deaths" 8 5360
"1236" 2 6 3 11 "Deaths" 5 10907
"1237" 1 1 4 11 "Deaths" 18 148673
"1238" 2 1 4 11 "Deaths" 21 144564
"1239" 1 2 4 11 "Deaths" 7 35209
"1240" 2 2 4 11 "Deaths" 5 37950
"1241" 1 3 4 11 "Deaths" 12 28158
"1242" 2 3 4 11 "Deaths" 8 29315
"1243" 1 4 4 11 "Deaths" 12 22727
"1244" 2 4 4 11 "Deaths" 10 25821
"1245" 1 5 4 11 "Deaths" 9 13357
"1246" 2 5 4 11 "Deaths" 11 19549
"1247" 1 6 4 11 "Deaths" 5 5757
"1248" 2 6 4 11 "Deaths" 5 11968
"1249" 1 1 5 11 "Deaths" 19 151482
"1250" 2 1 5 11 "Deaths" 17 146976
"1251" 1 2 5 11 "Deaths" 8 37170
"1252" 2 2 5 11 "Deaths" 5 39979
"1253" 1 3 5 11 "Deaths" 8 30438
"1254" 2 3 5 11 "Deaths" 8 31709
"1255" 1 4 5 11 "Deaths" 8 23900
"1256" 2 4 5 11 "Deaths" 12 26879
"1257" 1 5 5 11 "Deaths" 11 14625
"1258" 2 5 5 11 "Deaths" 8 20899
"1259" 1 6 5 11 "Deaths" 7 6223
"1260" 2 6 5 11 "Deaths" 5 13352
"1261" 1 1 6 11 "Deaths" 17 154931
"1262" 2 1 6 11 "Deaths" 16 149612
"1263" 1 2 6 11 "Deaths" 6 38171
"1264" 2 2 6 11 "Deaths" 6 40662
"1265" 1 3 6 11 "Deaths" 6 33384
"1266" 2 3 6 11 "Deaths" 8 34889
"1267" 1 4 6 11 "Deaths" 5 23840
"1268" 2 4 6 11 "Deaths" 8 26872
"1269" 1 5 6 11 "Deaths" 10 15831
"1270" 2 5 6 11 "Deaths" 13 21912
"1271" 1 6 6 11 "Deaths" 5 6447
"1272" 2 6 6 11 "Deaths" 9 14351
"1273" 1 1 7 11 "Deaths" 19 163318
"1274" 2 1 7 11 "Deaths" 18 157275
"1275" 1 2 7 11 "Deaths" 6 40822
"1276" 2 2 7 11 "Deaths" 7 42722
"1277" 1 3 7 11 "Deaths" 9 35178
"1278" 2 3 7 11 "Deaths" 5 37207
"1279" 1 4 7 11 "Deaths" 8 24145
"1280" 2 4 7 11 "Deaths" 9 26926
"1281" 1 5 7 11 "Deaths" 8 16835
"1282" 2 5 7 11 "Deaths" 6 22902
"1283" 1 6 7 11 "Deaths" 7 7040
"1284" 2 6 7 11 "Deaths" 9 15481
"1321" 1 1 1 1 "Incidence" 26 534845
"1322" 2 1 1 1 "Incidence" 30 520849
"1323" 1 2 1 1 "Incidence" 9 112303
"1324" 2 2 1 1 "Incidence" 8 116399
"1325" 1 3 1 1 "Incidence" 16 109323
"1326" 2 3 1 1 "Incidence" 12 114217
"1327" 1 4 1 1 "Incidence" 13 83561
"1328" 2 4 1 1 "Incidence" 16 94425
"1329" 1 5 1 1 "Incidence" 12 36217
"1330" 2 5 1 1 "Incidence" 18 57586
"1331" 1 6 1 1 "Incidence" 6 13048
"1332" 2 6 1 1 "Incidence" 9 31059
"1333" 1 1 2 1 "Incidence" 40 517275
"1334" 2 1 2 1 "Incidence" 30 503240
"1335" 1 2 2 1 "Incidence" 8 114984
"1336" 2 2 2 1 "Incidence" 6 119026
"1337" 1 3 2 1 "Incidence" 20 104530
"1338" 2 3 2 1 "Incidence" 14 110965
"1339" 1 4 2 1 "Incidence" 23 90143
"1340" 2 4 2 1 "Incidence" 21 100521
"1341" 1 5 2 1 "Incidence" 13 38613
"1342" 2 5 2 1 "Incidence" 12 60162
"1343" 1 6 2 1 "Incidence" 5 14062
"1344" 2 6 2 1 "Incidence" 7 33923
"1345" 1 1 3 1 "Incidence" 37 499701
"1346" 2 1 3 1 "Incidence" 28 486473
"1347" 1 2 3 1 "Incidence" 13 116704
"1348" 2 2 3 1 "Incidence" 8 120989
"1349" 1 3 3 1 "Incidence" 17 101600
"1350" 2 3 3 1 "Incidence" 12 108472
"1351" 1 4 3 1 "Incidence" 26 93849
"1352" 2 4 3 1 "Incidence" 13 104618
"1353" 1 5 3 1 "Incidence" 15 43529
"1354" 2 5 3 1 "Incidence" 17 65339
"1355" 1 6 3 1 "Incidence" 8 15240
"1356" 2 6 3 1 "Incidence" 11 36931
"1357" 1 1 4 1 "Incidence" 38 482127
"1358" 2 1 4 1 "Incidence" 23 469706
"1359" 1 2 4 1 "Incidence" 16 118424
"1360" 2 2 4 1 "Incidence" 10 122952
"1361" 1 3 4 1 "Incidence" 15 98670
"1362" 2 3 4 1 "Incidence" 15 105979
"1363" 1 4 4 1 "Incidence" 24 97555
"1364" 2 4 4 1 "Incidence" 22 108715
"1365" 1 5 4 1 "Incidence" 19 48445
"1366" 2 5 4 1 "Incidence" 29 70516
"1367" 1 6 4 1 "Incidence" 8 16418
"1368" 2 6 4 1 "Incidence" 11 39939
"1369" 1 1 5 1 "Incidence" 35 462801
"1370" 2 1 5 1 "Incidence" 29 449618
"1371" 1 2 5 1 "Incidence" 12 121136
"1372" 2 2 5 1 "Incidence" 10 126224
"1373" 1 3 5 1 "Incidence" 24 100816
"1374" 2 3 5 1 "Incidence" 6 108126
"1375" 1 4 5 1 "Incidence" 19 95041
"1376" 2 4 5 1 "Incidence" 20 107005
"1377" 1 5 5 1 "Incidence" 16 54598
"1378" 2 5 5 1 "Incidence" 23 76874
"1379" 1 6 5 1 "Incidence" 7 17745
"1380" 2 6 5 1 "Incidence" 12 42653
"1381" 1 1 6 1 "Incidence" 32 442933
"1382" 2 1 6 1 "Incidence" 21 428418
"1383" 1 2 6 1 "Incidence" 10 124184
"1384" 2 2 6 1 "Incidence" 8 129926
"1385" 1 3 6 1 "Incidence" 15 104644
"1386" 2 3 6 1 "Incidence" 10 111824
"1387" 1 4 6 1 "Incidence" 26 90457
"1388" 2 4 6 1 "Incidence" 24 103359
"1389" 1 5 6 1 "Incidence" 28 61160
"1390" 2 5 6 1 "Incidence" 27 83622
"1391" 1 6 6 1 "Incidence" 9 19115
"1392" 2 6 6 1 "Incidence" 12 45273
"1393" 1 1 7 1 "Incidence" NA 425109
"1394" 2 1 7 1 "Incidence" NA 409666
"1395" 1 2 7 1 "Incidence" NA 127520
"1396" 2 2 7 1 "Incidence" NA 133635
"1397" 1 3 7 1 "Incidence" NA 107951
"1398" 2 3 7 1 "Incidence" NA 115144
"1399" 1 4 7 1 "Incidence" NA 86760
"1400" 2 4 7 1 "Incidence" NA 100299
"1401" 1 5 7 1 "Incidence" NA 66767
"1402" 2 5 7 1 "Incidence" NA 89593
"1403" 1 6 7 1 "Incidence" NA 20977
"1404" 2 6 7 1 "Incidence" NA 48572
"1441" 1 1 1 2 "Incidence" 16 62637
"1442" 2 1 1 2 "Incidence" 18 59668
"1443" 1 2 1 2 "Incidence" 6 13605
"1444" 2 2 1 2 "Incidence" 4 12777
"1445" 1 3 1 2 "Incidence" 8 12739
"1446" 2 3 1 2 "Incidence" 6 12065
"1447" 1 4 1 2 "Incidence" 6 10907
"1448" 2 4 1 2 "Incidence" 5 11866
"1449" 1 5 1 2 "Incidence" 5 5989
"1450" 2 5 1 2 "Incidence" 4 8229
"1451" 1 6 1 2 "Incidence" 4 1998
"1452" 2 6 1 2 "Incidence" 4 4370
"1453" 1 1 2 2 "Incidence" 19 61578
"1454" 2 1 2 2 "Incidence" 18 58882
"1455" 1 2 2 2 "Incidence" 4 14274
"1456" 2 2 2 2 "Incidence" 5 13431
"1457" 1 3 2 2 "Incidence" 8 12252
"1458" 2 3 2 2 "Incidence" 6 11767
"1459" 1 4 2 2 "Incidence" 7 11523
"1460" 2 4 2 2 "Incidence" 5 12245
"1461" 1 5 2 2 "Incidence" 6 6321
"1462" 2 5 2 2 "Incidence" 6 8601
"1463" 1 6 2 2 "Incidence" 4 2163
"1464" 2 6 2 2 "Incidence" 4 4760
"1465" 1 1 3 2 "Incidence" 19 60622
"1466" 2 1 3 2 "Incidence" 19 58352
"1467" 1 2 3 2 "Incidence" 8 14981
"1468" 2 2 3 2 "Incidence" 5 13996
"1469" 1 3 3 2 "Incidence" 4 12192
"1470" 2 3 3 2 "Incidence" 5 11678
"1471" 1 4 3 2 "Incidence" 8 11938
"1472" 2 4 3 2 "Incidence" 4 12389
"1473" 1 5 3 2 "Incidence" 8 6755
"1474" 2 5 3 2 "Incidence" 8 9181
"1475" 1 6 3 2 "Incidence" 4 2360
"1476" 2 6 3 2 "Incidence" 4 5128
"1477" 1 1 4 2 "Incidence" 18 59666
"1478" 2 1 4 2 "Incidence" 19 57822
"1479" 1 2 4 2 "Incidence" 6 15688
"1480" 2 2 4 2 "Incidence" 5 14561
"1481" 1 3 4 2 "Incidence" 5 12132
"1482" 2 3 4 2 "Incidence" 4 11589
"1483" 1 4 4 2 "Incidence" 6 12353
"1484" 2 4 4 2 "Incidence" 8 12533
"1485" 1 5 4 2 "Incidence" 8 7189
"1486" 2 5 4 2 "Incidence" 8 9761
"1487" 1 6 4 2 "Incidence" 5 2557
"1488" 2 6 4 2 "Incidence" 4 5496
"1489" 1 1 5 2 "Incidence" 18 58833
"1490" 2 1 5 2 "Incidence" 21 57043
"1491" 1 2 5 2 "Incidence" 4 16698
"1492" 2 2 5 2 "Incidence" 5 15488
"1493" 1 3 5 2 "Incidence" 4 12929
"1494" 2 3 5 2 "Incidence" 7 12285
"1495" 1 4 5 2 "Incidence" 6 12159
"1496" 2 4 5 2 "Incidence" 8 12290
"1497" 1 5 5 2 "Incidence" 11 7789
"1498" 2 5 5 2 "Incidence" 8 10254
"1499" 1 6 5 2 "Incidence" 5 2796
"1500" 2 6 5 2 "Incidence" 5 5941
"1501" 1 1 6 2 "Incidence" 17 58083
"1502" 2 1 6 2 "Incidence" 18 56193
"1503" 1 2 6 2 "Incidence" 5 17798
"1504" 2 2 6 2 "Incidence" 5 16526
"1505" 1 3 6 2 "Incidence" 4 14025
"1506" 2 3 6 2 "Incidence" 5 13233
"1507" 1 4 6 2 "Incidence" 8 11751
"1508" 2 4 6 2 "Incidence" 7 11914
"1509" 1 5 6 2 "Incidence" 10 8439
"1510" 2 5 6 2 "Incidence" 5 10732
"1511" 1 6 6 2 "Incidence" 5 3044
"1512" 2 6 6 2 "Incidence" 6 6389
"1513" 1 1 7 2 "Incidence" NA 57532
"1514" 2 1 7 2 "Incidence" NA 55522
"1515" 1 2 7 2 "Incidence" NA 18828
"1516" 2 2 7 2 "Incidence" NA 17580
"1517" 1 3 7 2 "Incidence" NA 15016
"1518" 2 3 7 2 "Incidence" NA 14119
"1519" 1 4 7 2 "Incidence" NA 11456
"1520" 2 4 7 2 "Incidence" NA 11639
"1521" 1 5 7 2 "Incidence" NA 9049
"1522" 2 5 7 2 "Incidence" NA 11143
"1523" 1 6 7 2 "Incidence" NA 3329
"1524" 2 6 7 2 "Incidence" NA 6894
"1561" 1 1 1 3 "Incidence" 17 82810
"1562" 2 1 1 3 "Incidence" 23 78847
"1563" 1 2 1 3 "Incidence" 5 18148
"1564" 2 2 1 3 "Incidence" 4 16758
"1565" 1 3 1 3 "Incidence" 9 16795
"1566" 2 3 1 3 "Incidence" 6 15682
"1567" 1 4 1 3 "Incidence" 7 12802
"1568" 2 4 1 3 "Incidence" 7 13320
"1569" 1 5 1 3 "Incidence" 5 6210
"1570" 2 5 1 3 "Incidence" 5 8645
"1571" 1 6 1 3 "Incidence" 7 2158
"1572" 2 6 1 3 "Incidence" 4 4536
"1573" 1 1 2 3 "Incidence" 21 80155
"1574" 2 1 2 3 "Incidence" 19 76574
"1575" 1 2 2 3 "Incidence" 7 18724
"1576" 2 2 2 3 "Incidence" 5 17298
"1577" 1 3 2 3 "Incidence" 5 16312
"1578" 2 3 2 3 "Incidence" 6 15357
"1579" 1 4 2 3 "Incidence" 8 13659
"1580" 2 4 2 3 "Incidence" 7 14010
"1581" 1 5 2 3 "Incidence" 6 6575
"1582" 2 5 2 3 "Incidence" 7 9017
"1583" 1 6 2 3 "Incidence" 4 2375
"1584" 2 6 2 3 "Incidence" 5 5010
"1585" 1 1 3 3 "Incidence" 20 78092
"1586" 2 1 3 3 "Incidence" 19 74678
"1587" 1 2 3 3 "Incidence" 5 19126
"1588" 2 2 3 3 "Incidence" 6 17797
"1589" 1 3 3 3 "Incidence" 8 16091
"1590" 2 3 3 3 "Incidence" 5 15209
"1591" 1 4 3 3 "Incidence" 6 14300
"1592" 2 4 3 3 "Incidence" 5 14489
"1593" 1 5 3 3 "Incidence" 9 7288
"1594" 2 5 3 3 "Incidence" 6 9729
"1595" 1 6 3 3 "Incidence" 5 2542
"1596" 2 6 3 3 "Incidence" 4 5424
"1597" 1 1 4 3 "Incidence" 20 76029
"1598" 2 1 4 3 "Incidence" 17 72782
"1599" 1 2 4 3 "Incidence" 4 19528
"1600" 2 2 4 3 "Incidence" 5 18296
"1601" 1 3 4 3 "Incidence" 6 15870
"1602" 2 3 4 3 "Incidence" 5 15061
"1603" 1 4 4 3 "Incidence" 6 14941
"1604" 2 4 4 3 "Incidence" 6 14968
"1605" 1 5 4 3 "Incidence" 7 8001
"1606" 2 5 4 3 "Incidence" 5 10441
"1607" 1 6 4 3 "Incidence" 4 2709
"1608" 2 6 4 3 "Incidence" 5 5838
